,ISBN,Book-Title,Book-Author,Year-Of-Publication,ID-Author
8954,0380815257,A Belated Bride,Karen Hawkins,2001,acf2861805b00cf5cbe76af5a422b10ff9f1c91b3e5a04b445f8bdfe14f95c28
8955,0486264645,Heart of Darkness (Dover Thrift Editions),Joseph Conrad,1990,b77c5f972cc53c789e869038e0eb56bbbb3b27def54287a753472bf1c98853ef
8956,0451402065,Earth Song,Catherine Coulter,1990,30098d9354e29e820f46cf967747841d1245e02e36f430c1e19e82b1203f63ac
8957,0515133302,Hemlock Bay,Catherine Coulter,2002,30098d9354e29e820f46cf967747841d1245e02e36f430c1e19e82b1203f63ac
8958,0451406907,Surrender (Florida Civil War (Paperback)),Heather Graham,1998,a369dadedbbb64f4e3ba3cdcfff5d9a9930152ffe67bdc5696680db9f3b81715
8959,1551668432,Texas Ranger,Diana Palmer,2001,55fdf4e6d20c914a0b6f161b8a758f43f883301a9032e59d92aca181a89252ce
8960,0451198948,"Warrior's Song (Coulter, Catherine. Medieval Song Quartet, 4.)",Catherine Coulter,2004,30098d9354e29e820f46cf967747841d1245e02e36f430c1e19e82b1203f63ac
8961,0821767852,Yesterday,Fern Michaels,2001,995ad466b7bcbb4d043a3693dee84bae7f62893ffe3e8e0ab34cf756a2dfae64
8962,1552450244,Piccolo Mondo,Angela May Bowering,1998,21b22112c9a74168d7750d9430d3c2b2012b28ed16e5a27d75bdb8e1bb225953
8963,0771014910,Deadly Appearances (Joanne Kilbourn Mysteries (Paperback)),GAIL BOWEN,2000,c7b4ac7435d7f78bc49295ca45a6f77fa68e0fef5a2e494ae4083195ba58a332
8964,0771014899,Verdict in Blood (Joanne Kilbourn Mysteries (Paperback)),GAIL BOWEN,1999,c7b4ac7435d7f78bc49295ca45a6f77fa68e0fef5a2e494ae4083195ba58a332
8965,0446363650,Dreamers Dicti: Mghty Dcks,Jess Stearn,0,7f85497cdad38e3e29edbba96e13e00e205384ce309b520226b086af3a1c21ce
8966,0684186373,Harnessing Peacocks,Mary Wesley,1986,bba68a7eb0625a23508af52476f9eafdb878e5ad6c6326239d6d61987d5a8412
8967,0006480764,Lost Girls,Andrew Pyper,0,57e0076a1ef69d57a02360b8a4372d76fdf4aa5127cf8ea9984faccfa24a8866
8968,0062514377,Meditations for Women Who Do Too Much,Anne Wilson Schaef,1996,32ea4550720a02afccb0dec7d41442a4fc93c811396931e684029d247132b151
8969,8432215333,El Perfume: Historia De UN Asesino,Patrick Suskind,1998,90ff9168e9365eedc014d902b046597feadd85ee00993f0fa4db5bf68effe227
8970,8427027516,Loca De Amor,C. Hermary-Vieille,2003,5da30237a7eb5be2bda2c999cb6035d255144a675f69638c5e56d18bf6045ba9
8971,0970116500,Expect a Miracle: You Won't Be Disappointed,Tel Franklin,2002,a8aeaef0754eaf617dff54efa4b6ceda628b4c35590ddf2541899d66c1dbb943
8972,0684804018,DIVIDED LIVES,Elsa Walsh,1995,0c3e294c3bd4fe266c76259e9dc7d3f0bd9031940ceee8f1ed95f6a1b551f52d
8973,1592861512,Journey,Robert Amoroso,2003,0b0c88a8ee8ab6c161b295aaefb2268ed6f276cf665ae1b6bccaebe809bcd72e
8974,0345421884,Dragonshadow,Barbara Hambly,2000,4ce15d0037ba58063578425fa2c555bb150437906cc3e768a166c62e83ec28c5
8975,0684801051,TIME AND AGAIN,Jack Finney,1995,c41385e890363128773dd57585a43df40f0f4d5bcdc12140dbabe433126b8833
8976,039914840X,Three Fates,Nora Roberts,2002,41ee8fbbe92b748ab66733a6717cc6fe8a3f21b4ab574fc7432ff4a034c6970b
8977,0679426094,Entries: Poems,Wendell Berry,1994,6a89373e62481291c711de3a043c0c0e83360ad88b1600944000debc53366185
8978,0345410130,Dear James,Jon Hassler,1995,68b55bad9e2602e3bd3c69ecce4031fdb3f47a10fe757f301feab6527a24d7c1
8979,0787947350,Let Your Life Speak: Listening for the Voice of Vocation,Parker J.  Palmer,1999,db1d22073a43c7d690287ff406b2fc7bac1f5a1a7e29f40e74fe89352f8c253b
8980,0818403802,Getting straight A's,Gordon W Green,1985,9c2638b67e72fe29a916859323a997697604aaf2f6c8174d4d1b4a7f40b679d8
8981,0684801523,The Great Gatsby,F. Scott Fitzgerald,1995,f572d06b869bd673888c2165756cb721ea9af0841522c07da3d59e1625add8dd
8982,0836213106,"Night Of The Living Dad (Baby Blues Scrapbook , No 6)",Rick Kirkman,1996,3687ed6f919a4181fc12b198e4db09085cf6335540600e5ec7a4115b1e8afcf6
8983,0671733346,CINDERELLA COMPLEX,Colette Dowling,1990,75526f266d1e91be29781666e080f973df0419bab4d0f2e4d0186f21fe9f99c7
8984,0836217810,"We Are Experiencing Parental Difficulties...Please Stand By : Baby Blues Scrapbook No.5 (Baby Blues Scrapbook, No 5)",Rick Kirkman,1995,3687ed6f919a4181fc12b198e4db09085cf6335540600e5ec7a4115b1e8afcf6
8985,0736605673,Animal Farm,George Orwell,1981,2d882b3c896cf535c41761b2917fea8e153edd13076720e437d007fac8c2abfe
8986,0446532452,The Wedding,Nicholas Sparks,2003,c67ab2f5acc2a607c82c06e64aededae955de445c27e918f3d22d853bcf195c6
8987,1570629706,Siddhartha,Hermann Hesse,2002,8a9fa03326429ebaa5a122b9ab813e05d0d04a0641182335f0c1f1f9ccdc216b
8988,0393322440,The Blunderer,Patricia Highsmith,2001,3695a636e3c04659bf2647059d89fd74d1a5d9f83827976baf32346021287611
8989,0140449124,Madame Bovary,Gustave Flaubert,2003,dd3a4bde386a8fcc9cae249e1505c37c89f2a57282240a366d2e853446d885e2
8990,0099274167,Misconceptions,Naomi Wolf,2002,2314a69f6cf6a32fa38fff99377ffff69d751384bbd483a68e435efd3e7cdea2
8991,0749391723,Lives of the Saints,Nino Ricci,1991,717bfba945637057e44f8c8c7c30ba72962dac354e1455b26924267a91b26642
8992,0836217446,"I Thought Labor Ended When The Baby Was Born (Baby Blues Scrapbook, No 4)",Rick Kirkman,1994,3687ed6f919a4181fc12b198e4db09085cf6335540600e5ec7a4115b1e8afcf6
8993,0836217152,Guess Who Didn't Take A Nap? (Baby Blues Collection),Rick Kirkman,1993,3687ed6f919a4181fc12b198e4db09085cf6335540600e5ec7a4115b1e8afcf6
8994,0375421114,Video: Stories,MEERA NAIR,2002,78eb801dac32bf0c7eb2578c077fe5c14a6442d55dd4226c7a2895ddcd0be5dd
8995,0446520659,The Lion's Game,Nelson DeMille,2000,5a29d095848bb52a4a22f2f8d8dc56e4f01bec0880ac21a6a36d3ca8c949d2c8
8996,0553071807,This Day All Gods Die: The Gap into Ruin (Gap Series/Stephen R. Donaldson),Stephen R. Donaldson,1996,de0127e6915df11da4f1b592c356ef6b2e3d7a7919e361cc6c0ab44498233810
8997,0060167033,The Sweet Hereafter: A Novel,Russell Banks,1991,4592470cdd7461e4a20c9389d6ae85c58de2db1dbb4a2839322a15dac87ba478
8998,0061091561,L.A. Times,Stuart Woods,1994,d78fdde1367ef24bba9371744be875c99431add19e355f0552788c130692e2dc
8999,0310214351,"Shepherd Looks at Psalm 23, A",Weldon Phillip Keller,1997,68090b576d2a40bca69ce9bf15943bf8b5164f067bac94d3444e7d0ab8b5077c
9000,0060191872,The Run: A Novel,Stuart Woods,2000,d78fdde1367ef24bba9371744be875c99431add19e355f0552788c130692e2dc
9001,0061030996,Hit List,Lawrence Block,2002,186fdba8dbf27b7274c2e6bd33f8f77cfd305b264e2670290a94630fa15e3164
9002,0140430148,The Moonstone (Penguin Classics),Wilkie Collins,1966,5ce24c8d81a40cbbfefe48192095d4dcd90defcb23696cf637b0b7e45d779a83
9003,067318160X,Short English handbook,David E Fear,1986,f052e19d3576b6021940e7a8cf9293cad58a7b0b5afb6d5307b7986c9fd385a5
9004,155591229X,"Potomac Trails: D.C., Virginia, Maryland, and West Virginia",Allan Sutton,1997,24db62246d13961df3d5c2cf1cb39e0238754847c019aa78d5639d301547d9c5
9005,0020198817,The GREAT GATSBY (A Scribner Classic),F. Scott Fitzgerald,1992,f572d06b869bd673888c2165756cb721ea9af0841522c07da3d59e1625add8dd
9006,0140001409,Cold Comfort Farm,Stella Gibbons,1977,3a4e9435f965ec341a622f9c8896c44d15565d8fb8e29ba3ed33b6d7adc0eb18
9007,0385323964,Maximum Bob,Elmore Leonard,1998,8ec8e7fb8e7705c73914c4dbf7eaea421a77923c0b2fb49c0a2a643d5b2f9038
9008,1881066703,New York City Restaurants 3 Ed,Andre Gayot,2001,3a87501002bbc72c3ebee3b4159f29adbdaf98b86021391084871f0ceb7804c6
9009,1853265535,Washington Square (Classics Library (NTC)),Henry James,1998,e5868771ac4a90cf3738e887ca4e6fac7b5b8831eea94a188ea841e87dd4e8a7
9010,0345448359,Darwin's Children,GREG BEAR,2003,8c616085661c81898c2a71104c33d40bb505bc938ec5ae2ce27b8643c034428a
9011,0446527084,Fallen Dragon,Peter F. Hamilton,2002,1a5c1df2d7a76c850fb757d9e6260dd0a02e01770962095f655c6fcef8b1475f
9012,0743444965,Blood Music,Greg Bear,2002,ddb5593541cacc2f8eaba49859121c250056a0b8a23e5383ecde77f2d3aea5e4
9013,0752816500,Axiomatic,Greg Egan,1995,3efc75a4f8b47bec317f3369c8c9f688efa10d4d167b5319f5c7c2fcc0dfb8d4
9014,0061059048,Vacuum Diagrams,Stephen Baxter,2001,bcc224e8a8a5b4283ceb7ed76c88a49191fcc625dd1b659f8e9f4cd524910b20
9015,0671656473,MAROONED REALTIME,Vernor Vinge,1987,c4d3674d0cd7f5a7a2f92ecdb9d6901fdc5269d84a9b93a1b5a2c7ab09e2d493
9016,0812520475,Eon : A Novel (Eon),Greg Bear,1991,ddb5593541cacc2f8eaba49859121c250056a0b8a23e5383ecde77f2d3aea5e4
9017,0743421922,Look to Windward,Iain M. Banks,2002,8337a4644d28ca8d705fee4a438246fb1d3f71ea33bca5a12f231206501f6351
9018,0425173534,Ssn,Tom Clancy,2000,330ef45d86143e04706d9efc64d5518fed9b8cbef35f1e84cf373249ea2df8d0
9019,042510107X,Red Storm Rising,Tom Clancy,1997,330ef45d86143e04706d9efc64d5518fed9b8cbef35f1e84cf373249ea2df8d0
9020,0425108937,Flight of the Old Dog,Dale Brown,1993,bd4ab81d73244b386b72aa116f849a7addfd16ceca7b91deee49170dddf0f690
9021,0451457781,Treachery and Treason,Laura Anne Gilman,2000,2896d673a52564b6144127534876b6e6e24a79e3fd005843b5849b61e1134cd4
9022,1576734013,Mixed Signals (Alabaster Books),Liz Curtis Higgs,1999,4f68498b45228e4dbb7f868ff4888de28ad65144949e93d7b9f03a37a0718fd4
9023,0451203267,The Stranger Beside Me,Ann Rule,2001,7d35c4c90c26a6551ac698994973acbbbd83302ab4c27d18043abd341b4aa9e0
9024,0312140908,The Invisible Circus : A Novel,Jennifer Egan,1996,35ebeeb2a39ed47cd25e70ab013a590ae939eced16d50ee151515943c83eea9c
9025,0394571770,Butterfly,Kathryn Harvey,1991,6e4aae1de2f928154f8f6d9ab4264392bf89812f6780845dd6a13e377fbbcf43
9026,043936213X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,3b1c2021a1dc6e5b89ec0b79c1b1a92fe129a50453136770ff3635314b729110
9027,0345432401,Omerta,Mario Puzo,2001,f34ad4b5aadfee33be7054ae4a5a9208b2de7345e2f362cfaa455285c1931356
9028,0380779323,When Dinosaurs Ruled the Basement (An Avon Camelot Book),William L. Deandrea,1995,72c93a092d2eb59558891f220741f3b56eac121c57b80f6dfbea8fedb9156875
9029,043930931X,"The Case of the Buried Treasure (Jigsaw Jones Super Special, 1)",James Preller,2002,a96587276f82183660b494ccc589e683e6ca8400aee3343d72e12efbc8afdbc7
9030,0064401502,Mrs. Piggle-Wiggle's Farm,Betty MacDonald,1985,1b6cce5f8c2d1c250edb25c26f788fa053828ba746ba1945710c855a4da78d93
9031,0671876570,The Ship Who Won,Anne McCaffrey,1995,8620a03797295543d49a18c7a6e6cdcd6f7bcda0711f33bb598d4e7dbbe5aa74
9032,0373120095,"In Bed With The Boss (Harlequin Presents, 2009)",Susan Napier,1999,fb8ad9b0ee84082e13cbdb93f2b2488799c3dd70d3f423ce8386c7c06cc94eb6
9033,0671798782,DIANA: HER TRUE STORY : DIANA: HER TRUE STORY,Andrew Morton,1992,e37c4c314808dbbede06a1f0c2be187d8145a298e741e7e3b69a47519ac68994
9034,0679822631,"Goodbye, Vietnam",Gloria Whelan,1992,8dfe96288202df6afc29840d8b68f236f145a7af2b5bc59f5a93fec695f9779e
9035,0886191718,Daughters of Captain Cook (International fiction list),Linda Spalding,1989,b424571610f9ad9cf2881f188c55b8d14f0b6c4236f1d2ed1738abdf4030d5fd
9036,0373764723,Expecting...And In Danger  (Dynasties:The Connellys),Eileen Wilks,2002,591f9cf31de85eaa52233fdda2e7d44a528b4cd0cf1707d5f186ac37069e13c4
9037,0373764685,The Royal Treatment  (Crown And Glory),Maureen Child,2002,9ef6edc9be02b137349cb0c2bab15ae7ee8997fd187286f87abd70cafd32f977
9038,0373764677,The Seal's Surprise Baby,Amy J. Fetzer,2002,a96950e6af79ded54dec076e40a3fcd29222347b0de90a2f2b01da7f5e8e077f
9039,038071471X,Beyond the Stars,David William Ross,1991,db7988b5d69b9d1c6e6a817d0223ca25fea69e97c114b1c2f82376633a4f4fc1
9040,0373764766,Do You Take This Enemy  (Stallion Pass),Sara Orwig,2002,dcc4998c453658ad5216980ec93a0bb145872d4005652b1d2fb67b59700757c5
9041,0373764650,"Taming The Outlaw  (Man Of The Month) (Silhouette Desire, No. 1465)",Cindy Gerard,2002,e0b21bf47d674ce6632459cddcad5eea764a18cd64c2d0d9a864cdab83423bc0
9042,0061061433,Year's Best SF 7,David G. Hartwell,2002,58bec0f74b7780e64adbf1863cc2004340d891e1b9438de36e2107c889dd0f26
9043,0312020317,All Things Wise and Wonderful,James Herriot,1977,84dcb4f830cec2548f8953e47a24ba811d795718c1eaacc8af559c71f7272c2c
9044,0671823884,Good As Gold,Joseph Heller,1979,343993f7d514dad0baf20da8b5886749051025df439056690dbe9236b9f57ea6
9045,0060973617,Up the Down Staircase,Bel Kaufman,1991,c2be55bbd5e0316c5b9b9e967481afc42c3610caf8e034eb821725d4b2de6bce
9046,0141301236,A Place in the Sun,Jill Rubalcaba,1998,deb8a17ef40c6d40bba87eba21a988aeb594dab66173793e3c18a74ad6eeafbf
9047,0771014236,The Death of Tecumseh (Adventures in Canadian History : the Battles of the War of 1812),Pierre Berton,1995,d5b1cd50166ea9ca05d78c4dbe1d704ea6e9d164de527bb0453cba41dc77b3ac
9048,1576104176,Access 2000 Client/Server Solutions: The In-depth Guide to Developing Access Client/Server Systems,Lars Klander,1999,ead2b41ea103c3e008601d4785fc50b23c34077978dfe44b865e410cf08a8591
9049,0525458638,The Shakespeare Stealer,Gary L. Blackwood,1998,b97239ee76818360e30962e5c881b61cac765b42a4c6d92dced72585c119076a
9050,0782124526,Mastering ColdFusion 4,Arman Danesh,1999,8535b89f5d3997037346e2decc0d3d1c9ffbbf6f986ee93e9ad45d89611c5ce0
9051,0671726528,Kon-Tiki: Across the Pacific by Raft,Thor Heyerdahl,1990,173f0f069be56abec866673fff30789f82a313fde8ee175996f26f850a669e97
9052,0553208659,Fair Blows the Wind,Louis L'Amour,1982,b6e85b53c8e57dcd98cdbe519a5abb390748f08e3ea5bae27e15a2ae3a57725e
9053,0553247662,Westward the Tide,LOUIS L'AMOUR,1984,d8e586eba97824b17dbc28918dceffaf51f5794a8a664ac154a9c2fad68eef1e
9054,0307220060,The Ghost of Eagle Mountain (Girl Talk),L. E. Blair,1990,b2ce96fe1825e41d29c70ab205d91f72fccb07d33b2302350e9b41e2f8ad6f9b
9055,037570342X,Family Matters,ROHINTON MISTRY,2003,d1c8628ceea6f1347fb592c9d12fbb99b3509baaeef84b35441752993e711e04
9056,0452283027,Farm Fatale: A Comedy of Country Manors,Wendy Holden,2002,7ea86f706801d98c5b5dd9e5d18aa2e01ef996b8baaab995fde169c33cb82bd9
9057,1400045029,Cooking for Harry : A Low-Carbohydrate Novel,KAY-MARIE JAMES,2004,80dc060e8e7eae36199c83a5b538031fa36809ce32dc365da39898e145f215ee
9058,1400052157,Idyll Banter : Weekly Excursions to a Very Small Town,CHRIS BOHJALIAN,2003,b31bc8c2f0b088e7095e597a178bf786c5eb791164336199c0161282e33ffe44
9059,0374174075,I Sailed with Magellan,Stuart Dybek,2003,8936d5e3369905806092d9aed2190c21fed76791d0c71ab0de10fc01f0c5de4d
9060,0688102255,Rumor Has It,Charles Dickinson,1991,5b48daf940b25dde5228f3e83c809c2126f97fa75d7bf55fbac873a6e210dbde
9061,0704340070,Three Ply Yarn,Caeia March,1992,6bd2f9e09e7ca4a5eb5e4c25dc2045d38a4d9cfd496fb862fe7d0f0ec3c5e2cb
9062,0440132118,As On A Darkling Plain,Bova Ben,1978,1654cdb79b760b6be70a4f58ff0131adca54e7d42eebf27b54e660ef0a5fc466
9063,0060916125,The True Believer: Thoughts on the Nature of Mass Movements,Eric Hoffer,1989,417e85836e43afe3ea8fa27312fd1027721457a8ec19c0c68772151099d46f79
9064,0140274383,About Yvonne,Donna Masini,1998,8c93796075b19bce6dd188c98628c56fd98b359de987e265b05549822679256c
9065,0883910349,Og Mandino's Great Trilogy: The Greatest Salesman in the World/the Greatest Secret in the World/the Greatest Miracle in the World,Og Mandino,2001,18fc9f58b27b08c7b4a7642dd1831adb4310b33a1ea2f47b425531a6385aaa10
9066,0380001012,Foundation Trilogy,Isaac Asimov,1981,75abf34d45f25ade860e3a8577d4529dab1b3658028ef82584b5ba1a393a4d65
9067,1857033701,Getting into Films &amp; Television: How to Find the Best Way in (Jobs &amp; Careers),Robert Angell,1997,ec0e024f20b21f19fca5fb6b272041144bc1a12bb43372cb0c0ce2c0435e3d0c
9068,0330303287,Gsilent People,Walter Macken,1965,1f710f41d499ca183c9a166283d3b51b661125be147e4f5285f1c03d8b6bad8c
9069,0330303279,Seek the Fair Land,Walter Macken,1962,1f710f41d499ca183c9a166283d3b51b661125be147e4f5285f1c03d8b6bad8c
9070,0786884274,Don't Call That Man,Rhonda Findling,1999,479aa566e2c6199c9aa8043fadf1aa33173de4d7b52dcc420c8b211fdea35530
9071,0749308583,The Positive Way to Change Your Life,Norman Vincent Peale,1994,2e76796db0fb40c50699e2db313c88e081d6c9448b9aac78d108e58e713a6708
9072,0749429003,Know Yourself: Achieve Your Goals Through Better Self-Knowledge,Ellen Balke,1999,ecae34da48b9bd413780740711a23ba31789da8cbee6178d355a90154eb151fa
9073,3518392387,Wilde Schafsjagd.,Haruki Murakami,1997,cfbec157a25766cb3e40e718bfad72739c9f46f390f437fafe25855c6e036761
9074,0425187055,"Tom Clancy's Power Plays: Cutting Edge (Power Plays, 6)",Tom Clancy,2002,330ef45d86143e04706d9efc64d5518fed9b8cbef35f1e84cf373249ea2df8d0
9075,0970897251,One Foot in Eden: A Novel,Ron Rash,2002,8ec450d79f69f9298b354b195305f2861b58f8f4e54e34059f8cb7521bb2cecc
9076,0316089737,Captain Saturday: A Novel,Robert Inman,2003,9c18172a502844e44b481ca907c0a83a0efedfacb743d165a2632cf42abc4d9a
9077,1589199669,A Place Called Wiregrass,Michael Morris,2002,beeea5f85c1ad250ef6e2de5646cd83ce0512f483a7e977249d532448a99a852
9078,0385494327,Black Dogs,Ian McEwan,1999,592173a2618f7b0f0b135933c1a7f2bfce5b3f3ac3b2bba26bd0cc4401b2932d
9079,1566492017,Appointment with Il Duce,Hozy Rossi,2001,8f592441fb97749c6044345a80800b780ad101dc231856e5d87c78670cf30015
9080,0802117155,Wish You Were Here,Stewart O'Nan,2002,8765435a6293843d6e056f1fca56085d3eb5a7a642f8222d7f68d39ef8a23f7e
9081,0060159081,Oscar and Lucinda,Peter Carey,1988,6860e24700a507028860546b99bcf5971ffdabc33b90476755e8234fd1b8a3b6
9082,8401491827,JardÃ­n sombrÃ­o,V. C. Andrews,1999,e38bc533d55c7b2abd7a1a18e96f3e051a8c9015aa27fd40c3a663dc5857bbde
9083,080326089X,The Wild Bunch at Robbers Roost,Pearl Baker,1989,0e4e25c0a0cca957dcc7c66d9be65d3409f12a706d4db31e239d070ff89cc68b
9084,0446607258,Mythology : Timeless Tales of Gods and Heroes,Edith Hamilton,1999,5526d3d165b37f2d501a7c27d8cfb3c738b28a8b741ebdde4f2be80f0ca5a45d
9085,0374138591,The Devil's Larder,Jim Crace,2001,4ee826cc815f99f30d5be418a3ea6896917f3f82fd7730136d1aac8bcddc8396
9086,0375726225,Burning Marguerite,Elizabeth Inness-Brown,2003,6d0fa43d108deb836857ce287352ac02bfbed8e973952181ae134f93cc93ca3e
9087,0316184152,Final Harvest : Poems,Emily Dickinson,1964,6703e689aca98330f035fdd5694b9fe5861d70bcaf779495237faf8bd7c87178
9088,1555661874,The Nearby Faraway: A Personal Journey Through the Heart of the West,David Petersen,1997,d2ab88a1898dd22d64ce1ef38fbc1fd8e20726f56dd19ba5b9f061d3b063dbf4
9089,0312313195,Sons of Fortune (Ay Adult - Archer),Jeffrey Archer,2003,bc371ae1ee40d137e421f214822798e7f125863bb665547302c48dc28d47ef2d
9090,068817776X,The Nazi Officer's Wife : How One Jewish Woman Survived the Holocaust,Edith H. Beer,2000,78513536007bb4ab34b96c39184849ab3567b2f110dcb58f3787296636b59423
9091,0375760903,The Coffee Trader : A Novel (Ballantine Reader's Circle),DAVID LISS,2004,1ac21e6184f7de4c8edd1dd6c42e97cddf3c47bfdf277feffb35d5f8a25f7421
9092,0385721838,The True Sources of the Nile,Sarah Stone,2003,24766ebe183dfcba891e0941666ca74c8dd06e66a08bc8e510851b22a8497f86
9093,0743234359,American Jihad: The Terrorists Living Among Us,Steven Emerson,2003,da58d84874c39b10ab601c670f3adbe255452863d3ce67faa65c0171f9282b0a
9094,0142001104,The Art of Possibility: Transforming Professional and Personal Life,Rosamund Stone Zander,2002,9fc67400a839c5dbc9697eb3f7f1405a330d06a6b58e5d84bed7039be5500eb0
9095,0739306510,The Last Juror,JOHN GRISHAM,2004,083f3f0619b1347ef9e6c5061ff1e936e87b5d26cf3761df45a8085ce3e7e593
9096,0142003816,The Kitchen Boy,Robert Alexander,2004,eb993f01538a04993e00580824d19772e0615cac9b828b1cecf93dad1d7afd55
9097,1585422932,The Hemingway Book Club of Kosovo,Paula Huntley,2004,da6ca32027d78937e6a17194713ddf53d9f374c7d349304243a845f0eacd2635
9098,080701222X,The Blooming of a Lotus: Guided Meditation Exercises for Healing &amp; Transformation,Thich Nhat Hanh,1993,eff6c8a1b733d0a535cc7e34430c8b90bb25507def0b3e8198e8bed7889095be
9099,0805071849,Borrowed Finery: A Memoir,Paula Fox,2002,b68b5e25df25e9fd4123628710464eda2104eb9cc530399cb0ca557dd7abd470
9100,1585673625,"To the Edge of the Sky: A Story of Love, Betrayal, Suffering, and the Strength of Human Courage",Anhua Gao,2003,9504feaf80e5594a9381517e33c80f81bca2fd4364d4dc2dc53a19883092be0a
9101,081296747X,The Majesty of the Law : Reflections of a Supreme Court Justice,SANDRA DAY O'CONNOR,2004,bff49390ce5f264fef007593bd160c18b03fbff6fcd916ac183d22011adf6d0a
9102,0739307002,Death by Hollywood,STEVEN BOCHCO,2003,af8e76b25eff76fa8f9ca15139002d9f35a7c5dfb40955c32f26de4b7150ce90
9103,0967002303,Chinese Playground : A Memoir,Bill Lee,1999,455073b2510a3b14243b45458ae5c41c83daeeb3219e2b83716729fd7ab80c5f
9104,0881001163,Murder in Palm Springs,Mike Romano,2000,25eff80e1636e4844de84990bbb288d1fcf242195c532d79fd6a65a322dcae4d
9105,0375726373,Casa Rossa,FRANCESCA MARCIANO,2003,b5c16490f473f7da14ecc304db449b96166b9898473024354bae7531cc4d645d
9106,0684826879,BEGINNING ANEW,Gail Twersky Reimer,1997,42d1f57f660ba62b6ff1c31afae7da5fa2e87b1a2457b69b862e676ea6cc309a
9107,1573229377,Anger: Wisdom for Cooling the Flames,Nhat Hanh,2002,f1a1edeea0922f8f9c6813c7ea2764143e0132e1123cf720c56af78254cecfdc
9108,1400030803,The Good Women of China : Hidden Voices,XINRAN XUE,2003,908eaf7e2348ebec6b579e311eeaf82e238e08bf6bc6691836ab1f0b56bbcd48
9109,0452282020,Land of a Thousand Hills: My Life in Rwanda,Rosamond Halsey Carr,2000,a57b5c3c1dae7ee484c6b6c548d98ed9561c231da85458deea3e7e39d044de68
9110,0684872838,The Fisher King : A Novel,Paule Marshall,2000,99cb2411e7907ffefb156265caae8f0f46a7aabe3109aa30234e5a3115b19c8e
9111,0375726349,The Human Stain : A Novel,PHILIP ROTH,2001,cc92b84c8166e6b05902ddee588c2d19288337a7b5267babd93147025750678a
9112,0375403701,The Country Under My Skin: A Memoir of Love and War,Gioconda Belli,2002,9c9556319ace6b529fba04036f3d1f96fc6d6619acaa1731b0fa26903e104b45
9113,1932360069,The Long Haul: A Novel,Amanda Stern,2003,6d25ced619546dd14946437113897cf22febbc8964d469feaf32f6078b53d58b
9114,0006280803,Kundun,Mary Craig,1998,709e00e81218a616030bf3e142ccc0f4fcede27e840b29a26920ec50aa7aad01
9115,1573223786,Drinking Coffee Elsewhere,Zz Packer,2004,53c7086a591e1a74e5404844feddb586a7ce2b932ad54affbad72a6cba645890
